79	
77	
86	
87	
83	
81	
76	
80	
78	
74	
77	
75	
75	
76	
81	
81	
81	
77	
93	
82	
79	
77	
79	
76	
77	
83	
114	85
101	91
88	83
103	104
91	83
88	81
93	109
84	85
85	121
82	82
86	150
81	83
82	83
83	87
83	87
81	85
83	91
80	86
86	112
85	93
84	81
86	100
85	83
85	90
85	85
84	86
85	84
88	98
86	83
82	84
83	88
83	86
84	95
83	82
83	83
84	83
82	91
85	98
82	85
81	102
79	110
84	82
78	175
87	113
78	96
80	80
78	91
79	93
87	103
80	86
83	91
85	80
77	100
77	82
77	87
78	86
117	93
81	87
80	87
79	83
77	86
81	81
77	83
76	98
84	78
80	120
79	80
82	91
90	117
78	89
82	80
75	100
93	680
84	663
76	261
82	314
66	247
66	239
69	236
71	292
71	248
66	252
67	250
66	250
69	279
70	248
68	285
76	253
71	250
72	265
71	289
72	268
73	257
71	259
76	262
73	260
122	264
73	257
71	247
68	250
70	290
66	247
66	251
67	262
75	253
69	249
77	242
70	248
83	190
95	245
106	162
102	196
96	233
93	203
89	243
94	191
97	183
95	182
87	202
90	179
101	218
91	230
96	162
99	181
116	184
97	195
101	158
88	175
115	238
98	187
94	169
101	167
91	212
94	174
96	173
111	390
110	161
98	164
108	160
96	150
94	154
96	131
107	134
102	147
101	56
96	64
98	112
99	133
98	42
97	81
95	74
97	47
96	47
110	36
97	57
102	150
102	45
100	59
99	42
98	51
96	83
96	99
96	176
94	113
97	75
97	74
101	43
97	43
104	49
97	41
98	39
108	51
93	109
96	35
100	46
94	37
99	41
96	75
96	40
94	37
75	70
78	84
105	88
96	125
61	86
62	79
60	83
60	81
60	96
59	83
61	81
60	80
61	80
62	106
64	84
62	86
62	85
61	79
64	240
62	168
62	109
66	79
62	80
66	79
64	135
62	82
64	122
62	84
64	81
62	83
61	81
63	83
61	88
63	82
62	95
66	77
95	55
89	57
91	54
76	55
80	58
80	54
82	52
81	55
82	53
80	52
80	55
84	54
80	55
75	54
82	56
80	76
82	45
86	84
80	56
81	60
81	48
82	48
90	49
83	47
85	49
81	48
80	52
81	51
83	53
82	49
86	49
83	48
80	56
84	49
83	50
86	58
97	110
80	104
89	93
93	92
81	80
75	81
64	82
73	81
74	105
71	81
70	80
70	82
73	79
71	80
73	79
74	83
76	96
74	80
72	130
70	84
75	73
72	120
70	82
74	86
73	79
79	78
75	77
74	92
67	76
69	78
74	75
75	77
75	93
72	80
74	140
80	76
72	117
72	94
71	68
69	60
66	73
69	71
71	105
70	147
71	73
67	167
76	117
68	93
69	64
68	61
69	62
70	153
66	75
67	70
77	101
68	64
70	105
80	80
80	71
70	161
69	98
71	118
67	63
67	62
67	65
67	98
71	63
74	58
66	71
71	60
61	59
72	70
93	104
100	109
87	93
97	96
85	102
86	129
80	94
84	93
84	188
85	89
84	93
91	167
87	100
88	110
88	110
83	130
87	152
89	91
87	107
87	148
84	91
89	96
87	88
96	88
87	91
87	98
87	83
87	84
89	107
85	206
97	93
87	103
88	89
88	95
88	126
85	91
112	90
123	71
116	65
104	66
186	62
103	62
114	77
139	61
110	79
157	63
170	58
116	58
114	62
100	60
108	61
111	60
133	61
133	78
106	62
131	64
131	76
104	105
104	83
120	72
111	63
104	65
118	66
105	69
104	66
103	126
116	64
106	67
114	68
109	72
153	64
109	67
80	84
88	87
79	97
82	85
79	85
80	102
82	84
83	86
84	83
84	82
79	86
84	81
81	86
77	82
78	81
78	203
79	83
79	81
80	152
80	135
78	87
79	85
81	81
78	78
81	85
79	83
82	82
78	80
78	79
80	78
78	79
79	80
81	82
76	79
76	105
75	80
96	87
81	61
101	81
90	60
86	64
89	107
105	64
88	71
107	63
80	76
89	136
88	63
108	91
102	78
96	199
102	200
92	89
95	91
98	69
90	67
118	69
110	57
94	54
93	59
87	97
92	68
115	142
111	73
102	60
88	115
101	96
102	169
103	177
89	141
98	92
91	72
84	66
78	41
75	60
98	90
75	53
80	41
77	39
80	57
77	40
77	39
89	117
78	38
87	47
84	79
76	38
75	38
87	47
78	41
88	80
77	205
83	93
75	41
75	40
78	300
81	39
80	117
92	41
77	50
80	33
82	35
81	51
81	31
88	154
80	324
88	94
80	45
84	37
79	36
81	37
80	42
76	64
87	37
80	47
80	47
79	42
78	43
79	37
79	38
83	32
79	33
79	32
77	89
82	34
83	34
84	32
81	34
78	35
76	41
77	35
83	36
81	37
81	37
81	35
78	35
84	39
77	37
81	34
77	34
76	36
79	35
77	34
78	36
135	44
166	46
124	51
123	43
80	61
84	44
80	79
80	156
85	89
84	47
93	107
87	93
83	78
86	49
85	54
85	43
87	53
82	123
85	49
84	48
85	53
84	97
84	46
79	61
83	42
81	44
82	124
87	46
84	95
85	45
84	46
84	47
93	57
84	46
81	44
83	45
62	79
67	69
68	146
67	74
68	79
71	74
65	67
67	71
68	70
73	77
65	67
63	106
61	69
71	91
68	69
69	90
73	72
67	216
67	81
66	73
66	72
68	68
68	79
70	89
69	106
67	71
67	71
73	110
73	128
76	75
74	86
68	66
70	104
80	74
72	63
66	66
91	79
86	165
89	78
84	81
86	90
85	84
87	89
85	85
89	76
88	91
88	157
91	94
93	83
85	175
86	88
90	143
91	118
94	127
94	219
91	98
89	129
91	111
90	113
86	199
90	147
88	210
89	173
93	203
90	79
88	82
82	89
90	122
84	126
88	185
83	87
87	148
