89	201
73	182
82	183
90	219
69	181
73	184
84	196
74	193
74	201
75	197
75	191
80	198
92	201
77	186
73	194
74	182
81	195
78	179
69	208
74	200
74	189
111	179
72	170
77	175
79	185
80	170
102	177
106	188
84	192
120	176
90	196
106	140
85	159
76	150
102	251
90	266
	62
	91
	69
	87
	75
	97
	78
	79
	74
	78
	75
	80
	85
	74
	69
	86
	82
	80
	88
	83
	86
	79
	89
	79
	79
	70
	77
	94
	69
	70
	71
	71
	72
	78
	65
	70
	90
	50
	76
	45
	48
	80
	48
	42
	51
	43
	48
	53
	49
	48
	194
	52
	77
	67
	64
	53
	50
	48
	52
	40
	45
	65
	63
	74
	68
	70
	62
	111
	74
	60
	64
	60
	54
	48
	46
	51
	47
	45
	50
	48
	45
	45
	61
	53
	45
	44
	46
	47
	46
	48
	48
	54
	48
	53
	61
	66
	63
	57
	79
	77
	60
	65
	61
	48
	50
	52
	45
	70
81	127
87	92
83	96
86	103
86	105
85	100
94	86
93	90
85	91
84	92
91	93
90	102
91	87
90	93
88	91
88	119
88	98
86	96
88	96
86	91
90	95
88	98
87	87
84	110
84	95
85	90
91	13
85	104
85	91
91	91
91	83
90	87
85	83
90	101
92	86
88	85
85	
76	
89	
74	
75	
80	
87	
80	
90	
80	
81	
80	
83	
76	
78	
82	
83	
82	
82	
78	
66	
83	
77	
80	
92	
84	
82	
90	
90	
78	
76	
81	
80	
79	
76	
91	
97	150
103	150
96	136
90	140
94	130
92	130
96	134
96	145
94	149
93	125
99	130
97	150
98	134
99	125
98	120
97	120
89	113
93	115
94	130
97	120
96	119
96	117
96	130
95	120
89	105
92	115
101	108
98	109
100	110
99	102
98	106
92	103
95	96
97	96
95	95
98	110
85	85
79	70
77	87
78	80
87	80
76	75
77	74
79	73
80	68
76	66
77	82
70	70
75	71
80	71
75	70
76	70
78	100
76	82
77	70
77	70
78	75
81	65
83	63
77	65
77	200
79	81
71	75
70	78
77	66
77	69
77	70
82	70
73	70
77	65
84	120
78	90
90	80
100	120
98	101
93	74
84	72
88	126
98	72
90	74
93	76
89	76
95	75
89	78
94	74
96	75
89	79
89	76
89	76
96	77
94	80
95	77
90	71
93	74
92	80
93	80
89	78
90	78
93	75
89	77
90	75
97	77
92	73
92	76
99	85
89	71
87	75
87	74
91	
83	
80	
90	
86	
83	
78	
84	
84	
83	
82	
84	
81	
84	
81	
82	
87	
85	
88	
81	
81	
83	
84	
83	
80	
81	
83	
79	
84	
86	
81	
82	
83	
86	
87	
86	
88	76
77	75
80	74
74	72
71	80
70	74
71	75
77	72
71	75
85	75
72	75
67	74
69	73
78	71
80	73
80	70
69	70
75	70
75	82
72	76
92	73
69	71
77	71
85	120
75	84
79	83
77	80
78	74
85	85
76	90
75	117
73	71
77	71
75	73
76	79
75	70
85	
88	
81	
79	
84	
80	
82	
86	
89	
96	
100	
108	
101	
89	
85	
89	
82	
91	
94	
86	
82	
83	
88	
86	
83	
79	
83	
80	
83	
88	
91	
97	
82	
88	
91	
83	
94	
98	
98	
96	
98	
97	
93	
85	
82	
82	
